timestamp,rule_id,rule_level,rule_description,rule_groups,agent_name,srcip,dstip,dstport,location,risk_score
2025-12-16T15:08:19.467+0000,86601,3,Suricata: Alert - ET SCAN Suspicious inbound to MSSQL port 1433,"ids,suricata",Ubuntu,192.168.20.10,,,/var/log/suricata/eve.json,20
2025-12-16T15:08:19.467+0000,86601,3,Suricata: Alert - ET SCAN Suspicious inbound to PostgreSQL port 5432,"ids,suricata",Ubuntu,192.168.20.10,,,/var/log/suricata/eve.json,20
2025-12-16T15:08:25.880+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:08:31.890+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:08:45.907+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:08:51.917+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:08:57.932+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:09:01.937+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:09:07.941+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:09:11.942+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:09:17.946+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:09:21.947+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:09:27.949+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:09:31.955+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:11:04.097+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:11:08.109+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:12:14.169+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:12:38.199+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:12:50.206+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:15:12.437+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:19:56.415+0000,86601,3,Suricata: Alert - SURICATA Ethertype unknown,"ids,suricata",Ubuntu,,,,/var/log/suricata/eve.json,20
2025-12-16T15:35:40.451+0000,86601,3,Suricata: Alert - SURICATA Ethertype unknown,"ids,suricata",Ubuntu,,,,/var/log/suricata/eve.json,20
2025-12-16T15:35:54.470+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:36:00.472+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:36:10.482+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:36:16.484+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:36:32.498+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:36:36.504+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:37:04.599+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:37:08.599+0000,5402,3,Successful sudo to ROOT executed.,"syslog,sudo",Ubuntu,,,,journald,20
2025-12-16T15:37:08.601+0000,5501,3,PAM: Login session opened.,"pam,syslog,authentication_success",Ubuntu,,,,journald,20
2025-12-16T15:37:10.651+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:37:16.916+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:37:20.901+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:37:26.905+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:37:26.906+0000,5402,3,Successful sudo to ROOT executed.,"syslog,sudo",Ubuntu,,,,journald,20
2025-12-16T15:37:26.906+0000,5501,3,PAM: Login session opened.,"pam,syslog,authentication_success",Ubuntu,,,,journald,20
2025-12-16T15:37:26.906+0000,5502,3,PAM: Login session closed.,"pam,syslog",Ubuntu,,,,journald,20
2025-12-16T15:37:30.907+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:37:36.913+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:37:40.915+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:37:46.919+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:37:50.930+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:37:56.935+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:37:58.938+0000,5501,3,PAM: Login session opened.,"pam,syslog,authentication_success",Ubuntu,,,,journald,20
2025-12-16T15:38:00.939+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:38:06.945+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:38:10.946+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:38:16.950+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:38:20.955+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:38:26.960+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:38:30.961+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:38:36.981+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:38:40.983+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:38:46.985+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:38:50.987+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:38:56.990+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:39:01.023+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:39:07.027+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:39:11.031+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:39:17.038+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:39:21.050+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:39:27.054+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:39:31.056+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:39:34.248+0000,2901,3,New dpkg (Debian Package) requested to install.,"syslog,dpkg",Ubuntu,,,,/var/log/dpkg.log,20
2025-12-16T15:39:34.251+0000,2901,3,New dpkg (Debian Package) requested to install.,"syslog,dpkg",Ubuntu,,,,/var/log/dpkg.log,20
2025-12-16T15:39:35.057+0000,2901,3,New dpkg (Debian Package) requested to install.,"syslog,dpkg",Ubuntu,,,,/var/log/dpkg.log,20
2025-12-16T15:39:38.249+0000,2901,3,New dpkg (Debian Package) requested to install.,"syslog,dpkg",Ubuntu,,,,/var/log/dpkg.log,20
2025-12-16T15:39:39.062+0000,2904,7,Dpkg (Debian Package) half configured.,"syslog,dpkg,config_changed",Ubuntu,,,,/var/log/dpkg.log,20
2025-12-16T15:39:39.062+0000,2902,7,New dpkg (Debian Package) installed.,"syslog,dpkg,config_changed",Ubuntu,,,,/var/log/dpkg.log,20
2025-12-16T15:39:39.062+0000,2904,7,Dpkg (Debian Package) half configured.,"syslog,dpkg,config_changed",Ubuntu,,,,/var/log/dpkg.log,20
2025-12-16T15:39:39.060+0000,5902,8,New user added to the system.,"syslog,adduser",Ubuntu,,,,journald,20
2025-12-16T15:39:41.061+0000,2902,7,New dpkg (Debian Package) installed.,"syslog,dpkg,config_changed",Ubuntu,,,,/var/log/dpkg.log,20
2025-12-16T15:39:41.061+0000,2904,7,Dpkg (Debian Package) half configured.,"syslog,dpkg,config_changed",Ubuntu,,,,/var/log/dpkg.log,20
2025-12-16T15:39:41.061+0000,2902,7,New dpkg (Debian Package) installed.,"syslog,dpkg,config_changed",Ubuntu,,,,/var/log/dpkg.log,20
2025-12-16T15:39:41.061+0000,2904,7,Dpkg (Debian Package) half configured.,"syslog,dpkg,config_changed",Ubuntu,,,,/var/log/dpkg.log,20
2025-12-16T15:39:41.061+0000,2902,7,New dpkg (Debian Package) installed.,"syslog,dpkg,config_changed",Ubuntu,,,,/var/log/dpkg.log,20
2025-12-16T15:39:41.061+0000,2904,7,Dpkg (Debian Package) half configured.,"syslog,dpkg,config_changed",Ubuntu,,,,/var/log/dpkg.log,20
2025-12-16T15:39:41.061+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:39:44.261+0000,2902,7,New dpkg (Debian Package) installed.,"syslog,dpkg,config_changed",Ubuntu,,,,/var/log/dpkg.log,20
2025-12-16T15:39:44.264+0000,2904,7,Dpkg (Debian Package) half configured.,"syslog,dpkg,config_changed",Ubuntu,,,,/var/log/dpkg.log,20
2025-12-16T15:39:44.266+0000,2902,7,New dpkg (Debian Package) installed.,"syslog,dpkg,config_changed",Ubuntu,,,,/var/log/dpkg.log,20
2025-12-16T15:39:45.062+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:39:47.070+0000,5502,3,PAM: Login session closed.,"pam,syslog",Ubuntu,,,,journald,20
2025-12-16T15:39:53.075+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:39:57.076+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:40:03.089+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:40:07.080+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:40:17.086+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:40:31.096+0000,5710,5,sshd: Attempt to login using a non-existent user,"syslog,sshd,authentication_failed,invalid_login",Ubuntu,192.168.20.10,,,journald,20
2025-12-16T15:40:43.102+0000,5503,5,PAM: User login failed.,"pam,syslog,authentication_failed",Ubuntu,192.168.20.10,,,journald,20
2025-12-16T15:40:45.108+0000,5710,5,sshd: Attempt to login using a non-existent user,"syslog,sshd,authentication_failed,invalid_login",Ubuntu,192.168.20.10,,,journald,20
2025-12-16T15:40:51.127+0000,5710,5,sshd: Attempt to login using a non-existent user,"syslog,sshd,authentication_failed,invalid_login",Ubuntu,192.168.20.10,,,journald,20
2025-12-16T15:40:59.152+0000,5501,3,PAM: Login session opened.,"pam,syslog,authentication_success",Ubuntu,,,,journald,20
2025-12-16T15:41:05.153+0000,5503,5,PAM: User login failed.,"pam,syslog,authentication_failed",Ubuntu,192.168.20.10,,,journald,20
2025-12-16T15:41:07.154+0000,5760,5,sshd: authentication failed.,"syslog,sshd,authentication_failed",Ubuntu,192.168.20.10,,,journald,20
2025-12-16T15:41:13.158+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:41:17.161+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:41:23.173+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:41:33.184+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:41:39.192+0000,5715,3,sshd: authentication success.,"syslog,sshd,authentication_success",Ubuntu,192.168.20.10,,,journald,20
2025-12-16T15:41:39.192+0000,5501,3,PAM: Login session opened.,"pam,syslog,authentication_success",Ubuntu,,,,journald,20
2025-12-16T15:42:05.241+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:42:09.242+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:42:15.243+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:42:19.244+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:42:25.252+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:42:29.253+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:42:35.254+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:42:41.262+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:42:45.264+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:42:50.547+0000,533,7,Listened ports status (netstat) changed (new port opened or closed).,ossec,Ubuntu,,,,netstat listening ports,20
2025-12-16T15:43:47.343+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:43:51.345+0000,5502,3,PAM: Login session closed.,"pam,syslog",Ubuntu,,,,journald,20
2025-12-16T15:43:53.346+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:44:17.406+0000,5502,3,PAM: Login session closed.,"pam,syslog",Ubuntu,,,,journald,20
2025-12-16T15:44:17.412+0000,40704,5,Systemd: Service exited due to a failure.,"local,systemd",Ubuntu,,,,journald,60
2025-12-16T22:03:53.800+0000,533,7,Listened ports status (netstat) changed (new port opened or closed).,ossec,Ubuntu,,,,netstat listening ports,20
2025-12-16T22:03:57.473+0000,502,3,Wazuh server started.,ossec,Ubuntu,,,,wazuh-monitord,20
2025-12-16T22:04:05.701+0000,5502,3,PAM: Login session closed.,"pam,syslog",Ubuntu,,,,journald,20
2025-12-16T22:04:54.683+0000,19014,9,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd access is configured.: Status changed from 'not applicable' to failed,sca,Ubuntu,,,,sca,60
2025-12-16T22:04:54.684+0000,19014,9,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd Banner is configured.: Status changed from 'not applicable' to failed,sca,Ubuntu,,,,sca,60
2025-12-16T22:04:54.696+0000,19015,3,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd Ciphers are configured.: Status changed from 'not applicable' to passed,sca,Ubuntu,,,,sca,20
2025-12-16T22:04:54.706+0000,19014,9,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd ClientAliveInterval and ClientAliveCountMax are configured.: Status changed from 'not applicable' to failed,sca,Ubuntu,,,,sca,60
2025-12-16T22:04:54.720+0000,19014,9,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd DisableForwarding is enabled.: Status changed from 'not applicable' to failed,sca,Ubuntu,,,,sca,60
2025-12-16T22:04:54.733+0000,19014,9,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd GSSAPIAuthentication is disabled.: Status changed from 'not applicable' to failed,sca,Ubuntu,,,,sca,60
2025-12-16T22:04:54.741+0000,19014,9,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd HostbasedAuthentication is disabled.: Status changed from 'not applicable' to failed,sca,Ubuntu,,,,sca,60
2025-12-16T22:04:54.760+0000,19014,9,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd IgnoreRhosts is enabled.: Status changed from 'not applicable' to failed,sca,Ubuntu,,,,sca,60
2025-12-16T22:04:54.771+0000,19015,3,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd KexAlgorithms is configured.: Status changed from 'not applicable' to passed,sca,Ubuntu,,,,sca,20
2025-12-16T22:04:54.781+0000,19014,9,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd LoginGraceTime is configured.: Status changed from 'not applicable' to failed,sca,Ubuntu,,,,sca,60
2025-12-16T22:04:54.791+0000,19014,9,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd LogLevel is configured.: Status changed from 'not applicable' to failed,sca,Ubuntu,,,,sca,60
2025-12-16T22:04:54.802+0000,19015,3,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd MACs are configured.: Status changed from 'not applicable' to passed,sca,Ubuntu,,,,sca,20
2025-12-16T22:04:54.833+0000,19014,9,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd MaxAuthTries is configured.: Status changed from 'not applicable' to failed,sca,Ubuntu,,,,sca,60
2025-12-16T22:04:54.843+0000,19014,9,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd MaxSessions is configured.: Status changed from 'not applicable' to failed,sca,Ubuntu,,,,sca,60
2025-12-16T22:04:54.863+0000,19014,9,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd MaxStartups is configured.: Status changed from 'not applicable' to failed,sca,Ubuntu,,,,sca,60
2025-12-16T22:04:54.874+0000,19014,9,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd PermitEmptyPasswords is disabled.: Status changed from 'not applicable' to failed,sca,Ubuntu,,,,sca,60
2025-12-16T22:04:54.885+0000,19014,9,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd PermitRootLogin is disabled.: Status changed from 'not applicable' to failed,sca,Ubuntu,,,,sca,60
2025-12-16T22:04:54.896+0000,19014,9,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd PermitUserEnvironment is disabled.: Status changed from 'not applicable' to failed,sca,Ubuntu,,,,sca,60
2025-12-16T22:04:54.908+0000,19014,9,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure sshd UsePAM is enabled.: Status changed from 'not applicable' to failed,sca,Ubuntu,,,,sca,60
2025-12-16T22:04:55.819+0000,5501,3,PAM: Login session opened.,"pam,syslog,authentication_success",Ubuntu,,,,journald,20
2025-12-16T22:05:03.389+0000,19004,7,SCA summary: CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Score less than 50% (45),sca,Ubuntu,,,,sca,20
2025-12-16T22:22:45.083+0000,533,7,Listened ports status (netstat) changed (new port opened or closed).,ossec,Ubuntu,,,,netstat listening ports,20
2025-12-16T22:22:50.796+0000,502,3,Wazuh server started.,ossec,Ubuntu,,,,wazuh-monitord,20
2025-12-16T22:23:03.234+0000,5501,3,PAM: Login session opened.,"pam,syslog,authentication_success",Ubuntu,,,,journald,20
2025-12-16T22:23:29.694+0000,19010,3,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure all AppArmor Profiles are in enforce or complain mode.: Status changed from failed to passed,sca,Ubuntu,,,,sca,20
2025-12-16T22:23:39.376+0000,19004,7,SCA summary: CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Score less than 50% (45),sca,Ubuntu,,,,sca,20
2025-12-16T22:24:11.451+0000,5501,3,PAM: Login session opened.,"pam,syslog,authentication_success",Ubuntu,,,,journald,20
2025-12-16T22:28:45.451+0000,533,7,Listened ports status (netstat) changed (new port opened or closed).,ossec,Ubuntu,,,,netstat listening ports,20
2025-12-16T22:32:15.502+0000,86601,3,Suricata: Alert - SURICATA Ethertype unknown,"ids,suricata",Ubuntu,,,,/var/log/suricata/eve.json,20
2025-12-16T22:45:46.405+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T22:45:54.413+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T22:46:00.418+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T22:46:06.434+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T22:46:46.194+0000,533,7,Listened ports status (netstat) changed (new port opened or closed).,ossec,Ubuntu,,,,netstat listening ports,20
2025-12-16T22:48:00.192+0000,86601,3,Suricata: Alert - SURICATA Ethertype unknown,"ids,suricata",Ubuntu,,,,/var/log/suricata/eve.json,20
2025-12-16T22:49:56.627+0000,5402,3,Successful sudo to ROOT executed.,"syslog,sudo",Ubuntu,,,,journald,20
2025-12-16T22:49:56.627+0000,5501,3,PAM: Login session opened.,"pam,syslog,authentication_success",Ubuntu,,,,journald,20
2025-12-16T22:50:18.653+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T22:50:24.655+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T22:50:28.657+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T22:50:34.658+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T22:50:38.659+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T22:50:44.659+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T22:50:50.661+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T22:50:54.668+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T22:51:00.669+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T22:51:04.670+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T22:51:10.672+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T22:51:14.673+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T22:51:20.675+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T22:51:24.679+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T22:51:30.682+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
