timestamp,rule_id,rule_level,rule_description,rule_groups,agent_name,srcip,dstip,dstport,location,risk_score
2025-12-16T15:07:19.785+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:07:23.785+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:07:29.799+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:07:33.803+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:07:39.825+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:07:43.826+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:07:49.827+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:07:55.832+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:08:13.852+0000,52002,3,Apparmor DENIED,"local,syslog,apparmor",Ubuntu,,,,journald,20
2025-12-16T15:08:19.467+0000,86601,3,Suricata: Alert - ET SCAN Suspicious inbound to mySQL port 3306,"ids,suricata",Ubuntu,192.168.20.10,,,/var/log/suricata/eve.json,20
2025-12-16T15:08:19.467+0000,86601,3,Suricata: Alert - ET SCAN Potential VNC Scan 5800-5820,"ids,suricata",Ubuntu,192.168.20.10,,,/var/log/suricata/eve.json,20
2025-12-16T15:08:19.467+0000,86601,3,Suricata: Alert - ET SCAN Suspicious inbound to Oracle SQL port 1521,"ids,suricata",Ubuntu,192.168.20.10,,,/var/log/suricata/eve.json,20
